Unnamed: 0,Date,CustomerID,typeM,Series,Value
0,2022-07-04,83001,Pulse1,P1,733
1,2022-07-04,83002,Pulse1_Total,T1,572
2,2022-07-04,83003,Switch2,SW2,170
3,2022-07-04,83004,Pulse1_Total,T1,941
4,2022-07-04,83005,Pulse1,P1,836
5,2022-07-04,83006,Pulse1_Total,T1,892
6,2022-07-04,83007,Pulse1,P1,805
7,2022-07-04,83008,Pulse1_Total,T1,269
8,2022-07-04,83009,Pulse1,P1,931
9,2022-07-04,83010,Pulse1_Total,T1,136
10,2022-07-04,83011,Pulse1,P1,566
11,2022-07-04,83012,Pulse1_Total,T1,324
12,2022-07-04,83013,Pulse1,P1,7
13,2022-07-04,83014,Pulse1,P1,380
14,2022-07-04,83015,Pulse1_Total,T1,434
15,2022-07-04,83016,Pulse1_Total,T1,700
16,2022-07-04,83017,Pulse1,P1,54
17,2022-07-04,83018,Pulse1_Total,T1,75
18,2022-07-04,83019,Pulse1,P1,538
19,2022-07-04,83020,Pulse1_Total,T1,921
20,2022-07-04,83021,Pulse1,P1,84
21,2022-07-04,83022,Pulse1,P1,539
22,2022-07-04,83023,Switch2,SW2,780
23,2022-07-04,83024,Pulse1_Total,T1,580
24,2022-07-04,83025,Pulse1_Total,T1,923
25,2022-07-04,83026,Pulse1_Total,T1,844
26,2022-07-04,83027,Pulse1,P1,856
27,2022-07-04,83028,Pulse1,P1,7
28,2022-07-04,83029,Pulse1,P1,719
29,2022-07-04,83030,Switch2,SW2,0
30,2022-07-04,83031,Pulse1_Total,T1,431
31,2022-07-04,83032,Pulse1_Total,T1,553
32,2022-07-04,83033,Pulse1_Total,T1,253
33,2022-07-04,83034,Pulse1,P1,966
34,2022-07-04,83035,Pulse1,P1,575
35,2022-07-04,83036,Pulse1,P1,430
36,2022-07-04,83037,Pulse1_Total,T1,682
37,2022-07-04,83038,Pulse1_Total,T1,708
38,2022-07-04,83039,Pulse1_Total,T1,500
39,2022-07-04,83040,Pulse1,P1,401
40,2022-07-04,83041,Pulse1,P1,319
